"id","title","summary","venue","year","authors","citationCount","referenceCount","influentialCitationCount","url"
"9e3b52669d81dbf0d638a5f5d1d537c7087195d6","When Neural Model Meets NL2Code: A Survey","This survey focuses on how does neural network (NN) solves NL2Code and proposes a comprehensive framework, which is able to cover all studies in this task, and in-depth parse the existing studies into this framework.","ArXiv",2022,"Daoguang Zan,Bei Chen,Fengji Zhang,Di Lu,Bingchao Wu,Bei Guan,Yongji Wang,Jian-Guang Lou",2,156,0,"https://www.semanticscholar.org/paper/9e3b52669d81dbf0d638a5f5d1d537c7087195d6"
"876eb375cb7b365475040046df669c039ad54202","CodeT: Code Generation with Generated Tests","A novel method, C ODE T, leverages the same pre-trained language models to test cases for the code samples, thus reducing the human effort and increasing the coverage of the test scenarios, achieving remarkable and consistent gains across different models and benchmarks.","ArXiv",2022,"Bei Chen,Fengji Zhang,A. Nguyen,Daoguang Zan,Zeqi Lin,Jian-Guang Lou,Weizhu Chen",60,41,3,"https://www.semanticscholar.org/paper/876eb375cb7b365475040046df669c039ad54202"
"780f7eebde16b1ae5843df3a79a7772899ef6a71","MultiPL-E: A Scalable and Extensible Approach to Benchmarking Neural Code Generation","This work creates the first massively multilingual code generation benchmark by using MultiPL-E to translate two popular Python code generation benchmarks to 18 additional programming languages and evaluates the multi-language performance of three state-of-the-art code generation models.","",2022,"Federico Cassano,John Gouwar,Daniel Nguyen,S. Nguyen,Luna Phipps-Costin,Donald Pinckney,Ming-Ho Yee,Yangtian Zi,Carolyn Jane Anderson,Molly Q. Feldman,Arjun Guha,M. Greenberg,Abhinav Jangda",3,42,0,"https://www.semanticscholar.org/paper/780f7eebde16b1ae5843df3a79a7772899ef6a71"
"0b340dd78fd04bbde2807d5efedb796d319355e3","Piloting Copilot and Codex: Hot Temperature, Cold Prompts, or Black Magic?","Investigation of the various input parameters of two language models shows that varying the input parameters can improve the performance of language models, but there is a tight dependency when varying the temperature, the prompt and the number of generated solutions, making potentially hard to properly control the parameters to obtain an optimal result.","ArXiv",2022,"Jean-Baptiste Döderlein,M. Acher,D. Khelladi,B. Combemale",5,46,0,"https://www.semanticscholar.org/paper/0b340dd78fd04bbde2807d5efedb796d319355e3"
"8a4fc5f00cd4aca61e148e46a2125c3a406719f1","DS-1000: A Natural and Reliable Benchmark for Data Science Code Generation","This work introduces DS-1000, a code generation benchmark with a thousand data science problems spanning seven Python libraries, such as NumPy and Pandas, and proactively defends against memorization by slightly modifying the problems to be different from the original StackOverﬂow source.","ArXiv",2022,"Yuhang Lai,Chengxi Li,Yiming Wang,Tianyi Zhang,Ruiqi Zhong,Luke Zettlemoyer,S. Yih,Daniel Fried,Si-yi Wang,Tao Yu",23,30,2,"https://www.semanticscholar.org/paper/8a4fc5f00cd4aca61e148e46a2125c3a406719f1"
"cba98048f3e85a974c287b271692bf6c197db940","Aligning Offline Metrics and Human Judgments of Value of AI-Pair Programmers","A simple hybrid metric is proposed, which combines functional correctness and similarity- based metrics to capture different dimensions of what programmers might value and shows that this hybrid metric more accurately captures effort.","ArXiv",2022,"Victor C. Dibia,Adam Fourney,Gagan Bansal,Forough Poursabzi-Sangdeh,Han Liu,Saleema Amershi",4,32,0,"https://www.semanticscholar.org/paper/cba98048f3e85a974c287b271692bf6c197db940"
"815c6ca281536d18ec0eb408b6e46e72a0826163","Natural Language to Code Generation in Interactive Data Science Notebooks","P A C H - I NC O, a 62B code language model for Python computational notebooks, which outperforms public code LMs and explores few-shot prompting strategies to elicit better code with step-by-step decomposition and NL explanation, showing the potential to improve the diversity and explainability of model predictions.","ArXiv",2022,"Pengcheng Yin,Wen-Ding Li,Kefan Xiao,A. Rao,Yeming Wen,Kensen Shi,Joshua Howland,Paige Bailey,Michele Catasta,H. Michalewski,Alex Polozov,Charles Sutton",8,78,0,"https://www.semanticscholar.org/paper/815c6ca281536d18ec0eb408b6e46e72a0826163"
"433def684b5a9de5a9163f50b9004a44a11128b1","CoCoMIC: Code Completion By Jointly Modeling In-file and Cross-file Context","A framework that incorporates cross-file context to learn the in-file and cross- file context jointly on top of pretrained code LMs is proposed, COCOMIC, which successfully improves the existing code LM with a 19.30% relative increase in exact match and a 15.41%relative increase in identifier matching for code completion when the cross-line context is provided.","ArXiv",2022,"Yangruibo Ding,Zijian Wang,Wasi Uddin Ahmad,M. Ramanathan,Ramesh Nallapati,Parminder Bhatia,D. Roth,Bing Xiang",6,44,0,"https://www.semanticscholar.org/paper/433def684b5a9de5a9163f50b9004a44a11128b1"
"20e4ca6368a0731d3cbbd2e68aa90cef7384dc72","Multi-lingual Evaluation of Code Generation Models","This work presents MBXP, an execution-based code completion benchmark in 10+ programming languages that is able to evaluate code generation models in a multi-lingual fashion, and discovers generalization ability of language models on out-of-domain languages, advantages of large multi-lingsual models over mono-lingUAL, benefits of few-shot prompting, and zero-shot translation abilities.","ArXiv",2022,"Ben Athiwaratkun,Sanjay Krishna Gouda,Zijian Wang,Xiaopeng Li,Yuchen Tian,Ming Tan,Wasi Uddin Ahmad,Shiqi Wang,Qing Sun,Mingyue Shang,Sujan Kumar Gonugondla,Hantian Ding,Varun Kumar,Nathan Fulton,A. Farahani,Siddharth Jain,Robert Giaquinto,Haifeng Qian,M. Ramanathan,Ramesh Nallapati,Baishakhi Ray,Parminder Bhatia,Sudipta Sengupta,D. Roth,Bing Xiang",29,73,2,"https://www.semanticscholar.org/paper/20e4ca6368a0731d3cbbd2e68aa90cef7384dc72"
"7547680408358916e66917d03436fca7540a7528","Project CodeNet: A Large-Scale AI for Code Dataset for Learning a Diversity of Coding Tasks","Project CodeNet is a first-of-its-kind, very large scale, diverse, and high-quality dataset to accelerate the algorithmic advancements in AI for Code, which consists of 14M code samples and about 500M lines of code in 55 different programming languages.","NeurIPS Datasets and Benchmarks",2021,"Ruchi Puri,David S. Kung,G. Janssen,Wei Zhang,Giacomo Domeniconi,Vladmir Zolotov,Julian Dolby,Jie Chen,M. Choudhury,Lindsey Decker,Veronika Thost,Luca Buratti,Saurabh Pujar,Ulrich Finkler",125,45,21,"https://www.semanticscholar.org/paper/7547680408358916e66917d03436fca7540a7528"
"a38e0f993e4805ba8a9beae4c275c91ffcec01df","Program Synthesis with Large Language Models","The limits of the current generation of large language models for program synthesis in general purpose programming languages are explored, finding that even the best models are generally unable to predict the output of a program given a speciﬁc input.","ArXiv",2021,"Jacob Austin,Augustus Odena,Maxwell Nye,Maarten Bosma,H. Michalewski,David Dohan,Ellen Jiang,Carrie J. Cai,Michael Terry,Quoc V. Le,Charles Sutton",291,102,35,"https://www.semanticscholar.org/paper/a38e0f993e4805ba8a9beae4c275c91ffcec01df"
"a3564f3cf954c05844c757505325a50b4d858e22","Generating Infrastructure-as-Code from Natural Language: Evaluating Fine-Tuned GPT-3 Models for Cloud Infrastructure Provisioning","A transformer-based model to generate Infrastructure-as-Code from natural language is introduced, which allows both technical and nontechnical users to dynamically generate IaC artifacts, enabling them to request and receive cloud resources using conversational interfaces such as chat bots, SMS, etc.","",2022,"",0,8,0,"https://www.semanticscholar.org/paper/a3564f3cf954c05844c757505325a50b4d858e22"
"55ad5e818cfed72317576027fb33a9609210d592","Training and Evaluating a Jupyter Notebook Data Science Assistant","This work studies the feasibility of a Data Science assistant powered by a sequence-to-sequence transformer by training a new model JuPyT5 on all publicly available Jupyter Notebook GitHub repositories and developing a new metric: Data Science Problems (DSP).","ArXiv",2022,"Shubham Chandel,Colin B. Clement,Guillermo Serrato,Neel Sundaresan",12,22,2,"https://www.semanticscholar.org/paper/55ad5e818cfed72317576027fb33a9609210d592"
"5cbe278b65a81602a864184bbca37de91448a5f5","Competition-level code generation with AlphaCode","AlphaCode is introduced, a system for code generation that achieved an average ranking in the top 54.3% in simulated evaluations on recent programming competitions on the Codeforces platform, marking the first time an artificial intelligence system has performed competitively in programming competitions.","Science",2022,"Yujia Li,David H. Choi,Junyoung Chung,Nate Kushman,Julian Schrittwieser,Rémi Leblond,Tom,Eccles,James Keeling,Felix Gimeno,Agustin Dal Lago,T. Hubert,Peter Choy,Cyprien de,Masson d’Autume,I. Babuschkin,Xinyun Chen,Po-Sen Huang,Johannes Welbl,Sven Gowal,Alexey,Cherepanov,James Molloy,D. Mankowitz,Esme Sutherland Robson,Pushmeet Kohli,Nando de,Freitas,K. Kavukcuoglu,Oriol Vinyals",337,82,28,"https://www.semanticscholar.org/paper/5cbe278b65a81602a864184bbca37de91448a5f5"
"7b46b9da287429d19a00ca3f9219c1020f7c9df8","A Survey on Artificial Intelligence for Source Code: A Dialogue Systems Perspective","This survey paper overviews major deep learning methods used in Natural Language Processing (NLP) and source code over the last 35 years and presents a software-engineering centered taxonomy for CI placing each of the works into one category describing how it best assists the software development cycle.","ArXiv",2022,"Erfan Al-Hossami,Samira Shaikh",4,265,0,"https://www.semanticscholar.org/paper/7b46b9da287429d19a00ca3f9219c1020f7c9df8"
"76ebf56d6ebb833d8c8c4124f7b2f15771a4997c","Investigating Explainability of Generative AI for Code through Scenario-based Design","This work explores explainability needs for GenAI for code and demonstrates how human-centered approaches can drive the technical development of XAI in novel domains.","International Conference on Intelligent User Interfaces",2022,"Jiao Sun,Q. Liao,Michael J. Muller,Mayank Agarwal,Stephanie Houde,Kartik Talamadupula,Justin D. Weisz",32,109,0,"https://www.semanticscholar.org/paper/76ebf56d6ebb833d8c8c4124f7b2f15771a4997c"
"590f6817b42407f96b079e82c935fae298196359","Less is More: Summary of Long Instructions is Better for Program Synthesis","A meta-dataset consisting of human and synthesized summaries of the long and complicated programming questions shows that summaries improve performance for introductory and interview programming questions and shows improvement by a small margin for competitive programming questions, implying scope for future research in this direction.","ArXiv",2022,"Kirby Kuznia,Swaroop Mishra,Mihir Parmar,Chitta Baral",12,28,0,"https://www.semanticscholar.org/paper/590f6817b42407f96b079e82c935fae298196359"
"1a903282f7c19dbdb2714b852fb42dbb4675422b","CodeGen: An Open Large Language Model for Code with Multi-Turn Program Synthesis","The utility of the trained model is shown by demonstrating that it is competitive with the previous state-of-the-art on zero-shot Python code generation on HumanEval, and experiments show that the multi-step program synthesis capacity scales as a function of the model size and data size.","",2022,"Erik Nijkamp,Bo Pang,Hiroaki Hayashi,Lifu Tu,Haiquan Wang,Yingbo Zhou,S. Savarese,Caiming Xiong",127,48,2,"https://www.semanticscholar.org/paper/1a903282f7c19dbdb2714b852fb42dbb4675422b"
"47e15941c8b157873c8264e4bf50318d1ba5cd18","Natural Language to Code Translation with Execution","This work introduces execution result– based minimum Bayes risk decoding (MBR-EXEC) for program selection and shows that it improves the few-shot performance of pretrained code models on natural-language-to-code tasks, suggesting it as an effective approach for natural language to code translation.","ArXiv",2022,"Freda Shi,Daniel Fried,Marjan Ghazvininejad,Luke Zettlemoyer,Sida I. Wang",34,47,4,"https://www.semanticscholar.org/paper/47e15941c8b157873c8264e4bf50318d1ba5cd18"
"a8fc183c089bd596ccc48b3d666f8814e1b41e55","InCoder: A Generative Model for Code Infilling and Synthesis","INCODER is introduced, a unified generative model that can perform program synthesis (via left-to-right generation) as well as editing (via infilling) and the ability to condition on bidirectional context substantially improves performance on challenging tasks such as type inference, comment generation, and variable re-naming.","ArXiv",2022,"Daniel Fried,Armen Aghajanyan,Jessy Lin,Sida I. Wang,Eric Wallace,Freda Shi,Ruiqi Zhong,Wen-tau Yih,Luke Zettlemoyer,M. Lewis",157,81,17,"https://www.semanticscholar.org/paper/a8fc183c089bd596ccc48b3d666f8814e1b41e55"
"6074c7b75f27ca9adb6d74b080c07d5d079c3ea0","Improving automatically generated code from Codex via Automated Program Repair","This study systematically study whether automated program repair (APR) techniques can fix the incorrect solutions produced by language models in LeetCode contests, revealing that automatically generated codes share some common programming mistakes with human-crafted solutions, indicating existing APR tools have the potential to fix auto-generated code.","ArXiv",2022,"Zhiyu Fan,Xiang Gao,Abhik Roychoudhury,Shin Hwei Tan",13,45,0,"https://www.semanticscholar.org/paper/6074c7b75f27ca9adb6d74b080c07d5d079c3ea0"
"6d994b4f5a46cd14e8f09f1e9e49120546b15e31","CodeRL: Mastering Code Generation through Pretrained Models and Deep Reinforcement Learning","This work proposes “CodeRL”, a new framework for program synthesis tasks through pretrained LMs and deep reinforcement learning (RL), and treats the code-generating LM as an actor network, and introduces a critic network that is trained to predict the functional correctness of generated programs and provide dense feedback signals to the actor.","ArXiv",2022,"Hung Le,Yue Wang,Akhilesh Deepak Gotmare,S. Savarese,S. Hoi",55,77,1,"https://www.semanticscholar.org/paper/6d994b4f5a46cd14e8f09f1e9e49120546b15e31"
"63c670ba8018da0a7e33c34ffd84c2a3ca54b894","Language Models Can Teach Themselves to Program Better","This work shows how generating synthetic programming puzzles and solutions, veriﬁed for correctness by a Python interpreter, can be used to improve performance in solving test puzzles from P3, a public benchmark set of Python Programming Puzzles.","ArXiv",2022,"Patrick M. Haluptzok,Matthew Bowers,A. Kalai",9,47,1,"https://www.semanticscholar.org/paper/63c670ba8018da0a7e33c34ffd84c2a3ca54b894"
"b31b21d0750e849badfe76000e8170482f32b9be","DocCoder: Generating Code by Retrieving and Reading Docs","DocCoder is introduced : an approach that explicitly leverages code manuals and documentation by retrieving the relevant documentation given the natural language intent, and generating the code based on the NL intent and the retrieved documentation.","ArXiv",2022,"Shuyan Zhou,Uri Alon,Frank F. Xu,Zhengbao Jiang,Graham Neubig",7,33,1,"https://www.semanticscholar.org/paper/b31b21d0750e849badfe76000e8170482f32b9be"
"453a8fac3be9282be53908f0735160d0d21e0f48","Repair Is Nearly Generation: Multilingual Program Repair with LLMs","This work introduces RING, a multilingual repair engine powered by a large language model trained on code (LLMC) such as Codex that enables a ﬂipped model for programming assistance, one where the programmer writes code and the AI assistance suggests code, compared to traditional code suggestion technology.","ArXiv",2022,"Harshit Joshi,J. Cambronero,Sumit Gulwani,Vu Le,Ivan Radicek,Gust Verbruggen",17,48,0,"https://www.semanticscholar.org/paper/453a8fac3be9282be53908f0735160d0d21e0f48"
"41f5e1ad7793593befc0b9c38f756836e8b07c98","Code4ML: a Large-scale Dataset of annotated Machine Learning Code","The Code4ML corpus, which contains code snippets, task summaries, competitions and dataset descriptions publicly available from Kaggle, can potentially help address a number of software engineering or data science challenges through a data-driven approach.","ArXiv",2022,"Anastasia Drozdova,P. Guseva,E. Trofimova,Anna Scherbakova,Andrey Ustyuzhanin",0,35,0,"https://www.semanticscholar.org/paper/41f5e1ad7793593befc0b9c38f756836e8b07c98"
"4fbe0cb0777b228e39243692bf29e2829060b8de","When Language Model Meets Private Library","This paper investigates how to equip pre-trained language models with the ability of code generation for private libraries, and proposes a novel framework with two modules: the APIRetriever and the APICoder, which generates code using these APIs.","ArXiv",2022,"Daoguang Zan,Bei Chen,Zeqi Lin,Bei Guan,Yongji Wang,Jian-Guang Lou",8,40,0,"https://www.semanticscholar.org/paper/4fbe0cb0777b228e39243692bf29e2829060b8de"
"ae7e1cdd6dbfd375a7fecc558e4565ccc792fba4","Evaluating How Fine-tuning on Bimodal Data Effects Code Generation","It is found that at higher temperatures, there are decreases to the model’s ability to generate runnable programs despite higher pass @ k scores, underscoring the need for better methods of incorporating such data that mitigate these side effects.","ArXiv",2022,"Gabriel Orlanski,Seonhye Yang,Michael Healy",2,31,0,"https://www.semanticscholar.org/paper/ae7e1cdd6dbfd375a7fecc558e4565ccc792fba4"
"20fae749e3d469c331731ffa2f811079db792fdc","A Simple, Yet Effective Approach to Finding Biases in Code Generation","This work shows that current code generation systems exhibit biases inherited from large language model backbones, which might leak into generated code under specific circumstances, and proposes a framework that automatically removes hints and exposes various biases that these code generation models use.","ArXiv",2022,"Spyridon Mouselinos,Mateusz Malinowski,H. Michalewski",3,48,0,"https://www.semanticscholar.org/paper/20fae749e3d469c331731ffa2f811079db792fdc"
"e402dd77eba504ea93bc38e2a052398bb95db351","Execution-based Evaluation for Data Science Code Generation Models","ExeDS is introduced, an evaluation dataset for execution evaluation for data science code generation tasks that contains a set of 534 problems from Jupyter Notebooks, each consisting of code context, task description, reference program, and the desired execution output.","ArXiv",2022,"Junjie Huang,Chenglong Wang,Jipeng Zhang,Cong Yan,Haotian Cui,J. Inala,Colin B. Clement,Nan Duan,Jianfeng Gao",7,36,2,"https://www.semanticscholar.org/paper/e402dd77eba504ea93bc38e2a052398bb95db351"
"20b60fb3993d2e9a5af04611f7bdf248e5a3a736","Programming by Example and Text-to-Code Translation for Conversational Code Generation","Modular Programs for Text-guided Hierarchical Synthesis (MPaTHS), a method for integrating Programming by Example and text-to-code systems which uses an accessible natural language interface for synthesizing general programs, is proposed.","ArXiv",2022,"Eli Whitehouse,William Gerard,Yauhen Klimovich,Marc Franco-Salvador",0,21,0,"https://www.semanticscholar.org/paper/20b60fb3993d2e9a5af04611f7bdf248e5a3a736"
"27961ae80ad008bd4006704b1b8fa82664137d69","Coder Reviewer Reranking for Code Generation","Experimental results show that Coder-Reviewer reranking leads to consistent and signiﬁcant improvement (up to 17 % absolute accuracy gain) over reranking with the Coder model only, and when combined with executability ﬁltering,Coder- reviewer reranking can often outperform the minimum Bayes risk method.","ArXiv",2022,"Tianyi Zhang,Tao Yu,Tatsunori Hashimoto,M. Lewis,Wen-tau Yih,Daniel Fried,Sida I. Wang",17,27,0,"https://www.semanticscholar.org/paper/27961ae80ad008bd4006704b1b8fa82664137d69"
"f3a6115e5fb2237df938976e005468f0b18da797","The Stack: 3 TB of permissively licensed source code","This work introduces The Stack, a 3.1 TB dataset consisting of permissively licensed source code in 30 programming languages, and describes how to collect the full dataset, construct a permissically licensed subset, and present a data governance plan.","ArXiv",2022,"Denis Kocetkov,Raymond Li,Loubna Ben Allal,Jia Li,Chenghao Mou,Carlos Muñoz Ferrandis,Yacine Jernite,Margaret Mitchell,Sean Hughes,Thomas Wolf,Dzmitry Bahdanau,Leandro von Werra,Harm de Vries",23,48,0,"https://www.semanticscholar.org/paper/f3a6115e5fb2237df938976e005468f0b18da797"
"9b4055674cd9849f8595240695bed69cd02492bc","A Survey on Natural Language Processing for Programming","This paper comprehensively investigates existing work in natural language processing for programming, rang-ing from early deductive models to the latest competition-level models.","ArXiv",2022,"Qingfu Zhu,Xianzhen Luo,Fang Liu,Cuiyun Gao,Wanxiang Che",0,79,0,"https://www.semanticscholar.org/paper/9b4055674cd9849f8595240695bed69cd02492bc"
"ab8a53be2ff8a756776aa0245ad8da41189d60d6","Fuzzing Deep-Learning Libraries via Large Language Models","LLMFuzz is the first automated approach to directly leveraging Large Pre-trained Language Models (LLMs) to generate input programs for fuzzing DL libraries, and is able to detect 65 bugs, with 41 already confirmed as previously unknown bugs.","ArXiv",2022,"Yinlin Deng,Chun Xia,Haoran Peng,Chenyuan Yang,Lingming Zhang",9,79,0,"https://www.semanticscholar.org/paper/ab8a53be2ff8a756776aa0245ad8da41189d60d6"
"690c210564226c9307b3bab977cdc07a6a45863a","Execution-Based Evaluation for Open-Domain Code Generation","ODEX corroborates the mer-its of execution-based evaluation over metrics without execution but also unveils their complementary effects, and is released to facilitate research into open-domain problems for the code generation community.","ArXiv",2022,"Zhiruo Wang,Shuyan Zhou,Daniel Fried,Graham Neubig",6,35,0,"https://www.semanticscholar.org/paper/690c210564226c9307b3bab977cdc07a6a45863a"
"642e280df732665249315d6c144871f0e2ceeae6","NeurIPS 2020 NLC2CMD Competition: Translating Natural Language to Bash Commands","The NLC2CMD Competition hosted at NeurIPS 2020 aimed to bring the power of natural language processing to the command line by building models that can transform descriptions of command line tasks in English to their Bash syntax.","NeurIPS",2021,"Mayank Agarwal,T. Chakraborti,Quchen Fu,David Gros,Xi Victoria Lin,Jaron Maene,Kartik Talamadupula,Zhongwei Teng,Jules White",9,40,3,"https://www.semanticscholar.org/paper/642e280df732665249315d6c144871f0e2ceeae6"
"205ac1373eb7981aca2d08f2ab651871a001271e","CrystalBLEU: Precisely and Efficiently Measuring the Similarity of Code","The results show that CrystalBLEU differentiates similar and unrelated programs better than the original BLEU score and also a variant designed specifically for source code, CodeBLEU.","2022 IEEE/ACM 44th International Conference on Software Engineering: Companion Proceedings (ICSE-Companion)",2022,"A. Eghbali,Michael Pradel",10,55,0,"https://www.semanticscholar.org/paper/205ac1373eb7981aca2d08f2ab651871a001271e"
"69e330037afd18e5546fdcacbc9a9f7deb69bba9","Memorization and Generalization in Neural Code Intelligence Models","This work evaluates the memorization and generalization tendencies in neural code intelligence models through a case study across several benchmarks and model families by leveraging established approaches from other fields that use DNNs, such as introducing targeted noise into the training dataset.","Information and Software Technology",2021,"Md Rafiqul Islam Rabin,Aftab Hussain,V. Hellendoorn,Mohammad Amin Alipour",15,93,0,"https://www.semanticscholar.org/paper/69e330037afd18e5546fdcacbc9a9f7deb69bba9"
"09e14c4c80e20e80c052e0adb0d49df51aff718d","Yes, You Can Make an App Too: A Systematic Study of Prompt Engineering in the Automatic Generation of Mobile Applications from User Queries","One of the first systematic studies of prompt engineering for the Codex model, a LLM that produces code from a natural-language input, is embarked on, improving the pipeline’s performance from baseline for complex apps using example selection mechanisms and 43% for simple apps.","",2022,"Jasmine Shone",0,16,0,"https://www.semanticscholar.org/paper/09e14c4c80e20e80c052e0adb0d49df51aff718d"
"91260f73dd179487fb16713deb8267634ae14716","CodexDB: Synthesizing Code for Query Processing from Natural Language Instructions using GPT-3 Codex","The CodexDB framework is a framework on top of GPT-3 Codex that decomposes complex SQL queries into a series of simple processing steps, described in natural language, that enables users to customize SQL query processing via natural language instructions.","Proceedings of the VLDB Endowment",2022,"Immanuel Trummer",11,39,0,"https://www.semanticscholar.org/paper/91260f73dd179487fb16713deb8267634ae14716"
"075b6fb7d3787953164eecc1bd2e13f97c9f3c44","Fault-Aware Neural Code Rankers","C ODE R ANKER is a neural ranker that can predict the correctness of a sampled program without executing it and can signiﬁcantly increase the pass@1 accuracy of various code generation models on APPS, HumanEval, and MBPP datasets.","ArXiv",2022,"J. Inala,Chenglong Wang,Mei Yang,Andrés Codas,Mark Encarnaci'on,Shuvendu K. Lahiri,M. Musuvathi,Jianfeng Gao",16,42,2,"https://www.semanticscholar.org/paper/075b6fb7d3787953164eecc1bd2e13f97c9f3c44"
